timestamp,Carrier,OriginCityName,OriginCountry,DestCityName,DestCountry,FlightTimeMin,AvgTicketPrice,Cancelled,FlightDelayType
"Oct 31, 2021 @ 14:32:22.000",JetBeats,Zurich,CH,Zurich,CH,0,"$347.63",false,"No Delay"
"Oct 31, 2021 @ 14:27:07.000","ES-Air",Naples,IT,Hyderabad,IN,"389.035","$706.55",true,"No Delay"
"Oct 31, 2021 @ 14:23:07.000","Kibana Airlines",Bogota,CO,Erie,US,"232.445","$763.54",false,"No Delay"
"Oct 31, 2021 @ 14:13:49.000","Logstash Airways",Sydney,AU,"Xi'an",CN,"686.541","$1,169.59",true,"NAS Delay"
"Oct 31, 2021 @ 14:11:33.000",JetBeats,Birmingham,US,Naples,IT,"564.982","$755.61",true,"No Delay"
"Oct 31, 2021 @ 13:34:40.000","Logstash Airways",Munich,DE,Belogorsk,RU,"437.751","$1,074.84",false,"No Delay"
"Oct 31, 2021 @ 13:34:40.000",JetBeats,Olenegorsk,RU,Warsaw,PL,"126.85","$1,026.48",false,"No Delay"
"Oct 31, 2021 @ 13:22:28.000","ES-Air",Helsinki,FI,Toronto,CA,"413.707","$843.89",false,"No Delay"
"Oct 31, 2021 @ 13:18:56.000","ES-Air","Jeju City",KR,Hyderabad,IN,"319.411","$821.12",false,"No Delay"
"Oct 31, 2021 @ 13:16:12.000","Kibana Airlines",Saginaw,US,Philadelphia,US,"49.407","$325.3",false,"No Delay"
"Oct 31, 2021 @ 13:12:00.000",JetBeats,Shanghai,CN,Winnipeg,CA,"639.795","$1,071.59",false,"No Delay"
"Oct 31, 2021 @ 13:04:19.000",JetBeats,Istanbul,TR,Melbourne,AU,"859.901","$1,018.94",false,"No Delay"
"Oct 31, 2021 @ 13:04:19.000","Logstash Airways",Munich,DE,Verona,IT,"364.758","$1,008.54",false,"NAS Delay"
"Oct 31, 2021 @ 13:01:10.000","ES-Air",Bogota,CO,"Las Vegas",US,"259.225","$839.72",false,"No Delay"
"Oct 31, 2021 @ 12:58:02.000","ES-Air",Bologna,IT,"Chitose / Tomakomai",JP,"457.744","$796.22",false,"No Delay"
"Oct 31, 2021 @ 12:44:08.000",JetBeats,Tokyo,JP,"San Francisco",US,"549.751","$1,072.75",false,"No Delay"
"Oct 31, 2021 @ 12:43:49.000",JetBeats,Shanghai,CN,Warsaw,PL,"380.275","$718.39",false,"No Delay"
"Oct 31, 2021 @ 12:42:42.000","ES-Air",Santiago,CL,Quito,EC,"342.399","$569.79",false,"No Delay"
"Oct 31, 2021 @ 12:32:51.000",JetBeats,Winnipeg,CA,"Xi'an",CN,"937.832","$1,148.82",false,"No Delay"
"Oct 31, 2021 @ 12:31:17.000","Logstash Airways",London,GB,Quito,EC,"934.702","$1,093.04",true,"Carrier Delay"
"Oct 31, 2021 @ 12:20:22.000",JetBeats,Milan,IT,Sydney,AU,"827.552","$852.19",false,"No Delay"
"Oct 31, 2021 @ 12:19:20.000","ES-Air",Santiago,CL,Bergamo,IT,"839.222","$611.69",false,"Weather Delay"
"Oct 31, 2021 @ 12:14:05.000",JetBeats,Hyderabad,IN,Torino,IT,"341.486","$614.97",false,"No Delay"
"Oct 31, 2021 @ 12:08:17.000","Kibana Airlines",Sydney,AU,"Xi'an",CN,"674.56","$995.49",false,"No Delay"
"Oct 31, 2021 @ 12:05:49.000",JetBeats,"New York",US,Tokyo,JP,"544.957","$675.67",false,"No Delay"
"Oct 31, 2021 @ 11:58:50.000","Logstash Airways",Osaka,JP,Treviso,IT,"1,010.773","$785.34",false,"Carrier Delay"
"Oct 31, 2021 @ 11:42:50.000","ES-Air",Bogota,CO,Greensboro,US,"195.933","$789.87",true,"No Delay"
"Oct 31, 2021 @ 11:41:18.000",JetBeats,London,GB,London,GB,0,"$267.65",false,"No Delay"
"Oct 31, 2021 @ 11:38:42.000",JetBeats,"Buenos Aires",AR,Treviso,IT,"949.378","$519.61",true,"No Delay"
"Oct 31, 2021 @ 11:38:14.000",JetBeats,Oslo,NO,Venice,IT,"86.141","$501.37",true,"No Delay"
"Oct 31, 2021 @ 11:17:16.000","ES-Air",Venice,IT,Winnipeg,CA,"647.802","$1,154.15",false,"NAS Delay"
"Oct 31, 2021 @ 11:02:53.000",JetBeats,Naples,IT,Winnipeg,CA,"378.088","$1,171.19",false,"No Delay"
"Oct 31, 2021 @ 11:02:53.000","Kibana Airlines",Madrid,ES,Quito,EC,"546.118","$1,129.36",false,"No Delay"
"Oct 31, 2021 @ 10:54:54.000","Logstash Airways",Olenegorsk,RU,Winnipeg,CA,"331.012","$797.53",false,"No Delay"
"Oct 31, 2021 @ 10:27:42.000","Kibana Airlines",Montreal,CA,Tucson,US,"497.387","$694.42",false,"Security Delay"
"Oct 31, 2021 @ 10:27:42.000","Kibana Airlines",Lima,PE,Rome,IT,"862.582","$1,039.14",false,"Carrier Delay"
"Oct 31, 2021 @ 10:10:02.000","Kibana Airlines",Santiago,CL,Treviso,IT,"575.28","$1,166.22",false,"No Delay"
"Oct 31, 2021 @ 10:06:42.000",JetBeats,Palermo,IT,Winnipeg,CA,"737.056","$1,080.64",false,"No Delay"
"Oct 31, 2021 @ 10:03:16.000","ES-Air",Tokyo,JP,Washington,US,"679.262","$1,115.89",true,"No Delay"
"Oct 31, 2021 @ 09:52:45.000","ES-Air",Adelaide,AU,Bologna,IT,"1,405.243","$808.25",false,"No Delay"
"Oct 31, 2021 @ 09:49:19.000","Logstash Airways",Rome,IT,"San Juan",PR,"644.646","$1,092.63",false,"No Delay"
"Oct 31, 2021 @ 09:47:00.000","Logstash Airways",Belogorsk,RU,Venice,IT,"710.109","$1,081.98",false,"Weather Delay"
"Oct 31, 2021 @ 09:45:24.000","Logstash Airways",Sydney,AU,Verona,IT,"782.227","$1,007.19",false,"No Delay"
"Oct 31, 2021 @ 09:42:43.000","Logstash Airways","Green Bay",US,Belogorsk,RU,"631.191","$504.66",false,"No Delay"
"Oct 31, 2021 @ 09:37:06.000","Logstash Airways","Chitose / Tomakomai",JP,Venice,IT,"474.662","$573.04",false,"No Delay"
"Oct 31, 2021 @ 09:19:50.000","Kibana Airlines",Dublin,IE,"Las Vegas",US,"727.894","$711.05",false,"NAS Delay"
"Oct 31, 2021 @ 09:16:13.000","Kibana Airlines",Milan,IT,Naples,IT,"34.69","$332.77",false,"No Delay"
"Oct 31, 2021 @ 09:02:16.000","Kibana Airlines",Bologna,IT,Winnipeg,CA,"622.649","$541.41",false,"No Delay"
"Oct 31, 2021 @ 09:00:00.000",JetBeats,"Xi'an",CN,Zurich,CH,"398.219","$1,045.29",false,"No Delay"
"Oct 31, 2021 @ 08:59:47.000","Kibana Airlines",Istanbul,TR,Oslo,NO,"448.701","$796.56",false,"Weather Delay"
"Oct 31, 2021 @ 08:46:38.000","Kibana Airlines",Osaka,JP,Rome,IT,"463.941","$718.74",false,"No Delay"
"Oct 31, 2021 @ 08:38:08.000",JetBeats,Lima,PE,Richmond,US,"545.475","$836.79",false,"Weather Delay"
"Oct 31, 2021 @ 08:32:39.000","Logstash Airways",Zurich,CH,Zurich,CH,0,"$229.48",false,"No Delay"
"Oct 31, 2021 @ 08:29:10.000",JetBeats,Paris,FR,Milan,IT,"33.293","$962.18",false,"No Delay"
"Oct 31, 2021 @ 08:28:12.000","Logstash Airways",Belogorsk,RU,Zurich,CH,"620.859","$723.43",false,"NAS Delay"
"Oct 31, 2021 @ 08:22:13.000","Kibana Airlines",Palermo,IT,Toronto,CA,"462.834","$958.76",true,"No Delay"
"Oct 31, 2021 @ 08:21:03.000","Kibana Airlines",Mumbai,IN,Milan,IT,"588.301","$1,023.12",false,"No Delay"
"Oct 31, 2021 @ 08:20:38.000","ES-Air",Cagliari,IT,Osaka,JP,"923.057","$665.06",false,"No Delay"
"Oct 31, 2021 @ 08:12:31.000","Kibana Airlines",Melbourne,AU,Portland,US,"1,307.671","$945.99",false,"No Delay"
"Oct 31, 2021 @ 08:05:37.000",JetBeats,Bogota,CO,Genova,IT,"469.451","$545.38",false,"Weather Delay"
"Oct 31, 2021 @ 07:59:19.000","Kibana Airlines",Istanbul,TR,"Buenos Aires",AR,"795.156","$629.17",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 07:56:09.000","Logstash Airways",Rome,IT,Pisa,IT,"14.34","$371.19",false,"No Delay"
"Oct 31, 2021 @ 07:46:15.000","ES-Air",Durban,ZA,Reno,US,"1,143.396","$937.58",false,"No Delay"
"Oct 31, 2021 @ 07:45:11.000","Logstash Airways",Copenhagen,DK,Milan,IT,"77.089","$1,172.18",false,"No Delay"
"Oct 31, 2021 @ 07:29:50.000",JetBeats,Quito,EC,Johannesburg,ZA,"1,212.268","$606.3",false,"Carrier Delay"
"Oct 31, 2021 @ 07:29:50.000","Kibana Airlines",Wichita,US,"Xi'an",CN,"964.822","$1,159.87",false,"No Delay"
"Oct 31, 2021 @ 07:24:18.000",JetBeats,Lima,PE,Sydney,AU,"753.52","$979.17",false,"No Delay"
"Oct 31, 2021 @ 07:23:41.000","Kibana Airlines","Des Moines",US,Shanghai,CN,"957.423","$767.07",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 07:13:26.000","Kibana Airlines",Erie,US,Richmond,US,"329.68","$427.69",false,"Security Delay"
"Oct 31, 2021 @ 07:10:20.000","ES-Air",Cagliari,IT,Hyderabad,IN,"336.053","$646.45",false,"No Delay"
"Oct 31, 2021 @ 07:10:19.000","ES-Air",Bologna,IT,Warsaw,PL,"100.829","$792.09",false,"No Delay"
"Oct 31, 2021 @ 07:08:57.000",JetBeats,Berlin,DE,Dubai,AE,"257.672","$565.73",false,"No Delay"
"Oct 31, 2021 @ 07:07:57.000","ES-Air","Buenos Aires",AR,"Buenos Aires",AR,0,"$411.53",false,"No Delay"
"Oct 31, 2021 @ 07:07:13.000","ES-Air",Guangzhou,CN,Treviso,IT,"449.888","$575.63",false,"No Delay"
"Oct 31, 2021 @ 07:04:25.000",JetBeats,Cologne,DE,Dublin,IE,"47.977","$775.34",false,"No Delay"
"Oct 31, 2021 @ 06:53:34.000",JetBeats,Berlin,DE,Bangalore,IN,"419.401","$897.21",false,"No Delay"
"Oct 31, 2021 @ 06:52:27.000","Logstash Airways",Boston,US,Huntsville,US,"107.809","$489.29",true,"No Delay"
"Oct 31, 2021 @ 06:48:39.000","ES-Air",Seoul,KR,Shanghai,CN,"322.894","$999.86",false,"Weather Delay"
"Oct 31, 2021 @ 06:47:17.000","Logstash Airways","Buenos Aires",AR,Venice,IT,"775.159","$1,139.7",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 06:44:00.000",JetBeats,Melbourne,AU,Washington,US,"817.738","$806.04",false,"No Delay"
"Oct 31, 2021 @ 06:39:31.000","Kibana Airlines",Santiago,CL,Quito,EC,"403.866","$663.67",false,"Carrier Delay"
"Oct 31, 2021 @ 06:31:45.000","Kibana Airlines",Gulfport,US,Pisa,IT,"562.354","$511.13",false,"No Delay"
"Oct 31, 2021 @ 06:25:11.000","Kibana Airlines","Jeju City",KR,Quito,EC,"774.822","$700.64",false,"No Delay"
"Oct 31, 2021 @ 06:23:54.000","Logstash Airways","Xi'an",CN,Zurich,CH,"682.466","$715.63",false,"Weather Delay"
"Oct 31, 2021 @ 06:23:07.000",JetBeats,"New Delhi",IN,Munich,DE,"326.064","$622.18",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 06:21:13.000","ES-Air",Istanbul,TR,"Buenos Aires",AR,"1,020.22","$967.82",false,"No Delay"
"Oct 31, 2021 @ 06:20:28.000","Logstash Airways",Copenhagen,DK,Guangzhou,CN,"473.925","$1,054.81",false,"No Delay"
"Oct 31, 2021 @ 06:18:04.000","Kibana Airlines",Shanghai,CN,Torino,IT,"617.349","$1,104.2",false,"No Delay"
"Oct 31, 2021 @ 06:17:41.000","Kibana Airlines","Mexico City",MX,Milan,IT,"819.954","$687.43",false,"No Delay"
"Oct 31, 2021 @ 06:17:13.000","ES-Air",Sydney,AU,Torino,IT,"1,112.085","$870.81",false,"No Delay"
"Oct 31, 2021 @ 06:15:36.000","Kibana Airlines",Hartford,US,Naples,IT,"532.966","$930.58",false,"No Delay"
"Oct 31, 2021 @ 06:08:31.000","ES-Air",Verona,IT,Verona,IT,0,"$409.78",false,"No Delay"
"Oct 31, 2021 @ 05:56:54.000","ES-Air",Belleville,US,Venice,IT,"652.174","$1,038.85",false,"Security Delay"
"Oct 31, 2021 @ 05:45:25.000",JetBeats,Istanbul,TR,Bergamo,IT,"101.924","$1,135.04",false,"No Delay"
"Oct 31, 2021 @ 05:43:05.000","Kibana Airlines",Naples,IT,Wichita,US,"423.185","$931.09",false,"No Delay"
"Oct 31, 2021 @ 05:37:04.000","Logstash Airways",Rome,IT,Olenegorsk,RU,"187.897","$1,190.13",false,"No Delay"
"Oct 31, 2021 @ 05:20:29.000",JetBeats,"Raleigh/Durham",US,Warsaw,PL,"638.477","$692.83",false,"Security Delay"
"Oct 31, 2021 @ 05:06:12.000","Kibana Airlines",Mumbai,IN,Venice,IT,"296.799","$1,130.45",false,"No Delay"
"Oct 31, 2021 @ 05:02:33.000","Kibana Airlines","Buenos Aires",AR,Oslo,NO,"682.508","$1,017.24",false,"No Delay"
"Oct 31, 2021 @ 05:02:02.000",JetBeats,"Buenos Aires",AR,Greensboro,US,"582.813","$1,142.89",false,"No Delay"
"Oct 31, 2021 @ 05:01:11.000","Kibana Airlines",Osaka,JP,Seattle,US,"504.351","$735.35",false,"No Delay"
"Oct 31, 2021 @ 04:45:40.000","ES-Air",Genova,IT,Shanghai,CN,"486.299","$936.68",false,"No Delay"
"Oct 31, 2021 @ 04:45:28.000","ES-Air",Brisbane,AU,Huntsville,US,"716.638","$895.77",false,"No Delay"
"Oct 31, 2021 @ 04:39:15.000","ES-Air",Pittsburgh,US,Belogorsk,RU,"861.336","$975.8",false,"No Delay"
"Oct 31, 2021 @ 04:39:05.000","Kibana Airlines",Hyderabad,IN,Vienna,AT,"465.645","$512.46",true,"No Delay"
"Oct 31, 2021 @ 04:34:00.000","ES-Air",Oslo,NO,Vienna,AT,"86.904","$943.28",false,"No Delay"
"Oct 31, 2021 @ 04:32:20.000","ES-Air",Stockholm,SE,Tampa,US,"690.976","$1,149.93",false,"NAS Delay"
"Oct 31, 2021 @ 04:30:06.000",JetBeats,Milan,IT,Vienna,AT,"376.994","$721.62",false,"NAS Delay"
"Oct 31, 2021 @ 04:24:34.000","ES-Air",Guangzhou,CN,Toronto,CA,"1,033.876","$929.24",false,"Carrier Delay"
"Oct 31, 2021 @ 04:21:40.000",JetBeats,"Abu Dhabi",AE,Torino,IT,"435.468","$728.92",false,"No Delay"
"Oct 31, 2021 @ 04:21:30.000","Logstash Airways",Boston,US,London,GB,"516.538","$798.01",false,"Carrier Delay"
"Oct 31, 2021 @ 04:18:53.000","Logstash Airways",Seoul,KR,Rochester,US,"925.188","$794.66",false,"No Delay"
"Oct 31, 2021 @ 04:14:05.000","ES-Air",Seoul,KR,London,GB,"825.894","$974.55",false,"Carrier Delay"
"Oct 31, 2021 @ 04:12:12.000","ES-Air",Pisa,IT,Torino,IT,"21.218","$375.55",true,"No Delay"
"Oct 31, 2021 @ 04:06:54.000","Logstash Airways",Buffalo,US,Seoul,KR,"976.681","$591.11",false,"No Delay"
"Oct 31, 2021 @ 03:59:43.000",JetBeats,Milan,IT,Belogorsk,RU,"651.277","$590.48",false,"No Delay"
"Oct 31, 2021 @ 03:55:14.000",JetBeats,Wichita,US,"Xi'an",CN,"771.858","$1,135",false,"No Delay"
"Oct 31, 2021 @ 03:54:38.000","Kibana Airlines",Melbourne,AU,"Buenos Aires",AR,"726.515","$725.89",false,"No Delay"
"Oct 31, 2021 @ 03:46:50.000","Logstash Airways",Montreal,CA,Munich,DE,"440.609","$619.83",false,"No Delay"
"Oct 31, 2021 @ 03:43:21.000",JetBeats,Cagliari,IT,Bogota,CO,"505.415","$755.08",false,"No Delay"
"Oct 31, 2021 @ 03:41:12.000","Logstash Airways",Vienna,AT,Warsaw,PL,"32.33","$1,181.3",false,"No Delay"
"Oct 31, 2021 @ 03:34:33.000",JetBeats,Durban,ZA,"Raleigh/Durham",US,"847.411","$1,151.39",false,"No Delay"
"Oct 31, 2021 @ 03:32:21.000","Kibana Airlines",Melbourne,AU,Tokyo,JP,"624.919","$1,082.7",false,"No Delay"
"Oct 31, 2021 @ 03:32:01.000","Kibana Airlines",London,GB,Quito,EC,"656.802","$1,042.84",false,"No Delay"
"Oct 31, 2021 @ 03:31:58.000",JetBeats,Seattle,US,Syracuse,US,"225.06","$484.8",true,"No Delay"
"Oct 31, 2021 @ 03:30:52.000","Kibana Airlines","Cape Town",ZA,Munich,DE,"457.137","$914.7",false,"No Delay"
"Oct 31, 2021 @ 03:23:23.000","Logstash Airways",Zurich,CH,Zurich,CH,150,"$321.46",false,"NAS Delay"
"Oct 31, 2021 @ 03:23:22.000","Kibana Airlines","Frankfurt am Main",DE,Indianapolis,US,"543.692","$811.99",false,"No Delay"
"Oct 31, 2021 @ 03:16:22.000",JetBeats,Cagliari,IT,Naples,IT,"40.173","$289.36",false,"No Delay"
"Oct 31, 2021 @ 03:14:45.000",JetBeats,Belogorsk,RU,"Xi'an",CN,"122.144","$737.49",false,"No Delay"
"Oct 31, 2021 @ 03:12:43.000","Logstash Airways",Quito,EC,Naples,IT,"682.939","$1,111.02",false,"No Delay"
"Oct 31, 2021 @ 03:06:47.000",JetBeats,Dublin,IE,Moscow,RU,"185.56","$1,038.71",false,"No Delay"
"Oct 31, 2021 @ 03:04:10.000","ES-Air",Naples,IT,Warsaw,PL,"67.652","$534.21",false,"No Delay"
"Oct 31, 2021 @ 02:54:09.000","ES-Air",Toronto,CA,Manchester,GB,"503.482","$592.2",false,"Weather Delay"
"Oct 31, 2021 @ 02:49:37.000",JetBeats,Belleville,US,Winnipeg,CA,"77.381","$1,119.82",false,"No Delay"
"Oct 31, 2021 @ 02:48:23.000","Kibana Airlines",Stockholm,SE,Venice,IT,"182.019","$1,106",false,"Carrier Delay"
"Oct 31, 2021 @ 02:29:47.000",JetBeats,"San Diego",US,Torino,IT,"749.397","$1,049.97",false,"No Delay"
"Oct 31, 2021 @ 02:27:07.000","ES-Air",Guangzhou,CN,"Buenos Aires",AR,"1,487.63","$1,092.89",false,"Carrier Delay"
"Oct 31, 2021 @ 02:24:12.000","ES-Air",Baltimore,US,Catania,IT,"629.394","$790.77",false,"NAS Delay"
"Oct 31, 2021 @ 02:24:06.000",JetBeats,Olenegorsk,RU,Sydney,AU,"858.812","$932.6",false,"No Delay"
"Oct 31, 2021 @ 02:19:50.000","ES-Air",Tokyo,JP,Venice,IT,"564.437","$773.3",false,"No Delay"
"Oct 31, 2021 @ 02:15:43.000","Kibana Airlines","Jebel Ali",AE,Chengdu,CN,"688.9","$918.77",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 02:11:25.000","Logstash Airways",Tokyo,JP,"Xi'an",CN,"156.858","$578.45",false,"No Delay"
"Oct 31, 2021 @ 02:03:08.000","Logstash Airways",Genova,IT,Quito,EC,"753.628","$648.11",true,"No Delay"
"Oct 31, 2021 @ 01:59:53.000","Logstash Airways",Seoul,KR,London,GB,"660.551","$788.46",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 01:59:34.000","ES-Air",Shanghai,CN,Sydney,AU,"391.837","$619.15",false,"No Delay"
"Oct 31, 2021 @ 01:55:22.000","Logstash Airways",Erie,US,Milan,IT,"356.329","$766.68",false,"No Delay"
"Oct 31, 2021 @ 01:55:01.000","Logstash Airways",Syracuse,US,Zurich,CH,"574.384","$1,027.44",false,"No Delay"
"Oct 31, 2021 @ 01:43:37.000","Logstash Airways",Lima,PE,Winnipeg,CA,"446.053","$725.08",true,"No Delay"
"Oct 31, 2021 @ 01:43:09.000",JetBeats,Shanghai,CN,Spokane,US,"556.95","$1,166.97",false,"No Delay"
"Oct 31, 2021 @ 01:42:22.000","ES-Air",Shanghai,CN,Tucson,US,"583.013","$1,105.09",false,"No Delay"
"Oct 31, 2021 @ 01:38:00.000","ES-Air",Helsinki,FI,Osaka,JP,"702.29","$795.67",false,"No Delay"
"Oct 31, 2021 @ 01:36:13.000",JetBeats,Olenegorsk,RU,Torino,IT,"267.799","$927.7",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 01:27:07.000",JetBeats,"Mexico City",MX,Tokyo,JP,"805.112","$571.39",false,"No Delay"
"Oct 31, 2021 @ 01:27:06.000","Kibana Airlines",Tokyo,JP,Torino,IT,"758.51","$567.78",true,"No Delay"
"Oct 31, 2021 @ 01:19:30.000",JetBeats,Bogota,CO,Melbourne,AU,"1,534.706","$891.95",false,"NAS Delay"
"Oct 31, 2021 @ 01:18:40.000","ES-Air",Bogota,CO,Palermo,IT,"555.894","$593.59",false,"No Delay"
"Oct 31, 2021 @ 01:09:54.000","Logstash Airways",Naples,IT,"San Francisco",US,"488.611","$668.22",false,"No Delay"
"Oct 31, 2021 @ 01:09:54.000","Kibana Airlines",Bogota,CO,Tulsa,US,"376.115","$519.25",false,"No Delay"
"Oct 31, 2021 @ 01:08:26.000",JetBeats,Dubai,AE,Winnipeg,CA,"625.087","$847.82",false,"No Delay"
"Oct 31, 2021 @ 01:05:58.000","Kibana Airlines",Hyderabad,IN,"Xi'an",CN,"169.818","$572.58",false,"No Delay"
"Oct 31, 2021 @ 01:04:41.000","ES-Air",Toronto,CA,Milan,IT,"887.705","$1,146.29",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 00:54:50.000","ES-Air",Savannah,US,Verona,IT,"481.216","$1,150.82",false,"No Delay"
"Oct 31, 2021 @ 00:53:45.000","ES-Air",London,GB,Johannesburg,ZA,"515.251","$526.94",false,"NAS Delay"
"Oct 31, 2021 @ 00:50:10.000","Logstash Airways","Cape Town",ZA,London,GB,"745.222","$746.93",false,"No Delay"
"Oct 31, 2021 @ 00:49:15.000",JetBeats,Toronto,CA,Belogorsk,RU,"538.357","$953.91",false,"No Delay"
"Oct 31, 2021 @ 00:46:32.000","Logstash Airways","Jeju City",KR,Toronto,CA,"980.368","$1,044.08",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 00:44:35.000","ES-Air",Quito,EC,Naples,IT,"1,183.673","$957.51",true,"Weather Delay"
"Oct 31, 2021 @ 00:43:43.000","Logstash Airways","San Juan",PR,Melbourne,AU,"1,377.335","$882.63",false,"Late Aircraft Delay"
"Oct 31, 2021 @ 00:38:51.000",JetBeats,"San Juan",PR,Warsaw,PL,"746.002","$900.56",false,"No Delay"
"Oct 31, 2021 @ 00:38:19.000","ES-Air",Seoul,KR,Osaka,JP,"45.348","$604.17",false,"No Delay"
"Oct 31, 2021 @ 00:37:46.000","Logstash Airways",Billings,US,Torino,IT,"581.601","$895.14",false,"No Delay"
"Oct 31, 2021 @ 00:30:24.000","Kibana Airlines",Milan,IT,Montreal,CA,"386.115","$832.98",false,"No Delay"
"Oct 31, 2021 @ 00:28:29.000",JetBeats,"San Antonio",US,"San Francisco",US,"132.506","$366.06",false,"No Delay"
"Oct 31, 2021 @ 00:25:42.000","Kibana Airlines",Vienna,AT,Wichita,US,"606.218","$605.66",false,"No Delay"
"Oct 31, 2021 @ 00:19:39.000",JetBeats,Reno,US,Stockholm,SE,"759.158","$599.39",true,"No Delay"
"Oct 31, 2021 @ 00:18:44.000",JetBeats,Edmonton,CA,Torino,IT,"455.73","$714.3",false,"No Delay"
"Oct 31, 2021 @ 00:18:11.000",JetBeats,Birmingham,US,Oslo,NO,"402.263","$575.25",false,"No Delay"
"Oct 31, 2021 @ 00:14:25.000","ES-Air",Torino,IT,Winnipeg,CA,"656.633","$1,120.73",false,"No Delay"
"Oct 31, 2021 @ 00:08:21.000",JetBeats,Cleveland,US,Genova,IT,"786.9","$999.31",false,"NAS Delay"
"Oct 31, 2021 @ 00:04:51.000",JetBeats,Norfolk,US,Rochester,US,"87.981","$399.24",false,"No Delay"
"Oct 31, 2021 @ 00:02:46.000",JetBeats,Winnipeg,CA,"Xi'an",CN,"859.68","$1,113.95",false,"No Delay"
"Oct 31, 2021 @ 00:02:25.000","Kibana Airlines",Hyderabad,IN,Treviso,IT,"378.786","$677.26",false,"No Delay"
"Oct 31, 2021 @ 00:00:19.000","Logstash Airways",Tokoname,JP,Minneapolis,US,"820.051","$784.74",false,"No Delay"
"Oct 30, 2021 @ 23:59:56.000","ES-Air",Manchester,GB,Vienna,AT,"85.121","$616.69",false,"No Delay"
"Oct 30, 2021 @ 23:51:26.000","Kibana Airlines","Newport News",US,Johannesburg,ZA,"997.155","$922.53",false,"No Delay"
"Oct 30, 2021 @ 23:51:25.000","Kibana Airlines",Tokyo,JP,Warsaw,PL,"431.209","$957.28",false,"No Delay"
"Oct 30, 2021 @ 23:47:12.000","ES-Air",Zurich,CH,Zurich,CH,0,"$221.14",false,"No Delay"
"Oct 30, 2021 @ 23:37:42.000","Logstash Airways",Philadelphia,US,Shanghai,CN,"853.77","$651.82",false,"No Delay"
"Oct 30, 2021 @ 23:35:22.000","Logstash Airways",Durban,ZA,Johannesburg,ZA,"220.15","$391.06",false,"Carrier Delay"
"Oct 30, 2021 @ 23:35:00.000","ES-Air",Rome,IT,"Mexico City",MX,"848.797","$814.04",false,"Carrier Delay"
"Oct 30, 2021 @ 23:33:52.000","Kibana Airlines",Madrid,ES,Dubai,AE,"377.22","$567.11",false,"No Delay"
"Oct 30, 2021 @ 23:33:22.000",JetBeats,Edmonton,CA,Oslo,NO,"463.908","$726.19",false,"No Delay"
"Oct 30, 2021 @ 23:29:10.000","ES-Air",Birmingham,US,London,GB,"432.836","$873.1",false,"No Delay"
"Oct 30, 2021 @ 23:29:10.000",JetBeats,"Buenos Aires",AR,Shanghai,CN,"980.091","$730.77",false,"No Delay"
"Oct 30, 2021 @ 23:27:21.000","ES-Air","Salt Lake City",US,Belleville,US,"112.417","$356.45",false,"No Delay"
"Oct 30, 2021 @ 23:21:08.000","ES-Air",Bari,IT,Pisa,IT,"144.119","$203.33",false,"NAS Delay"
"Oct 30, 2021 @ 23:19:59.000","Logstash Airways",Bogota,CO,Rome,IT,"585.347","$1,011.39",false,"No Delay"
"Oct 30, 2021 @ 23:09:40.000",JetBeats,Osaka,JP,Tokyo,JP,"30.869","$379.08",true,"No Delay"
"Oct 30, 2021 @ 22:43:01.000","Kibana Airlines",Sydney,AU,Verona,IT,"782.227","$687.46",false,"No Delay"
"Oct 30, 2021 @ 22:40:12.000","Kibana Airlines",Johannesburg,ZA,Olenegorsk,RU,"550.735","$754.24",true,"No Delay"
"Oct 30, 2021 @ 22:38:40.000",JetBeats,Shanghai,CN,Torino,IT,"946.84","$632.84",false,"Carrier Delay"
"Oct 30, 2021 @ 22:23:33.000",JetBeats,Adelaide,AU,"Newport News",US,"1,205.518","$964.3",true,"No Delay"
"Oct 30, 2021 @ 22:22:11.000",JetBeats,Pittsburgh,US,Moline,US,"43.541","$317.84",false,"No Delay"
"Oct 30, 2021 @ 22:13:46.000","Kibana Airlines",Zurich,CH,Zurich,CH,180,"$476.17",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 22:10:48.000","ES-Air",Ottawa,CA,Belogorsk,RU,"803.192","$511.58",false,"NAS Delay"
"Oct 30, 2021 @ 22:05:08.000","Logstash Airways",Sydney,AU,Venice,IT,"1,359.304","$960.05",false,"No Delay"
"Oct 30, 2021 @ 22:03:39.000",JetBeats,"Cape Town",ZA,Treviso,IT,"552.524","$1,188.22",false,"No Delay"
"Oct 30, 2021 @ 21:47:59.000","ES-Air",Venice,IT,Warsaw,PL,"57.212","$1,156.49",false,"No Delay"
"Oct 30, 2021 @ 21:47:56.000",JetBeats,Bogota,CO,Belogorsk,RU,"840.687","$715.43",false,"No Delay"
